ma_uc,stt,ma_phan_he,phan_he,ten_uc,actor_chinh,actor_phu,bi_danh,bmt,so_trans,do_phuc_tap,la_tu_dong,pham_vi,trang_thai,nhom_excel,ghi_chu
UC-1092,1092,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Kết quả chấm điểm thể nhân và các chỉ số liên quan.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1093,1093,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Báo cáo về tập đoàn, Tổng công ty, doanh nghiệp và cá nhân có liên quan.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1094,1094,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Thông tin về dư nợ theo loại hình TCTD,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1095,1095,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Thông tin về dư nợ theo địa bàn,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1096,1096,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Thông tin về dư nợ cho vay theo đối tượng vay,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1097,1097,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Thông tin về dư nợ cho vay theo nhóm nợ,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1098,1098,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Thông tin về Tăng trưởng dư nợ và biến động nợ xấu của thời điểm này so với thời điểm khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1099,1099,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - BC cung cấp cho Công an, tòa án, Viện KSND....","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1100,1100,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - BC cung cấp cho các bộ, ngành khác","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1101,1101,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - R18 - Danh sách khách hàng có nhóm nợ cao hơn ở TCTD khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1102,1102,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - R19 - Danh sách khách hàng thay đổi nhóm nợ cao nhất.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1103,1103,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - S36 - Cảnh báo khách hàng có nợ xấu tại TCTD khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1104,1104,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - S39 - Cảnh báo khách hàng phát sinh nợ cần chú ý,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1105,1105,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Báo cáo quản trị rủi ro về tình hình hoạt động của doanh nghiệp theo địa bàn, ngành, TCTD, ...","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1106,1106,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Báo cáo tổng hợp về khách hàng thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1107,1107,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Danh sách TĐ tư nhân và các đơn vị thành viên,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1108,1108,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - Báo cáo phân tích ngành kinh tế chuyên sâu,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1109,1109,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập bộ dữ liệu cần tổng hợp theo sản phẩm - R52 - Tin tức, bài viết phân tích cảnh báo tín dụng","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1110,1110,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Tra cứu thông tin về bộ dữ liệu cần tổng hợp theo sản phẩm,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-1111,1111,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R11A - Thông tin quan hệ tín dụng thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1112,1112,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R14 - Thông tin chủ thẻ tín dụng thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1113,1113,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R21 - Thông tin đảm bảo tiền vay thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1114,1114,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo tổng hợp thông tin tín dụng khách hàng thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1115,1115,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S37 - Cảnh báo khách hàng vay,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1116,1116,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R10A - Thông tin quan hệ tín dụng pháp nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1117,1117,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R14 - Thông tin chủ thẻ tín dụng pháp nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1118,1118,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R20 - Thông tin bảo đảm tiền vay pháp nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1119,1119,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S10A - Chi tiết về khách hàng vay pháp nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1120,1120,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH50 - Sản phẩm xếp hạng tín dụng doanh nghiệp cơ bản.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1121,1121,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH51 - Sản phẩm XHTD Tập đoàn, Tổng Công ty cơ bản.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1122,1122,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH50K - Sản phẩm XHTD DN cơ bản cho các tổ chức ngoài ngành.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1123,1123,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH51K - Sản phẩm XHTD Tập đoàn, Tổng Công ty cơ bản cho các tổ chức ngoài ngành.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1124,1124,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S40 - Điểm tín dụng của khách hàng.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1125,1125,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH53 - Sản phẩm Bộ chỉ số trung bình ngành (theo phân loại, tính toán của CIC)","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1126,1126,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - PN.SBVF1 - Báo cáo chi tiết về khách hàng vay pháp nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1127,1127,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - TN.SBVF1 - Báo cáo chi tiết về khách hàng vay thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1128,1128,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo thông tin doanh nghiệp cơ bản (English version),"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1129,1129,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo thông tin doanh nghiệp (English version),"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1130,1130,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo thông tin doanh nghiệp toàn diện (English version),"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1131,1131,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S70 – Báo cáo thông tin về doanh nghiệp nước ngoài.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1132,1132,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Nhóm báo cáo theo mô hình.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1133,1133,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm cung cấp danh sách khách hàng tiềm năng.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1134,1134,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm xếp hạng tín dụng doanh nghiệp chuyên sâu.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1135,1135,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm XHTD Tập đoàn, Tổng Công ty chuyên sâu.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1136,1136,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm chuyên sâu cho Doanh nghiệp tự đăng ký XHTD,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1137,1137,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm chuyên sâu cho Tập đoàn, Tổng Công ty tự đăng ký","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1138,1138,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH50S - Sản phẩm cơ bản cho Doanh nghiệp tự đăng ký XHTD.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1139,1139,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - XH51S - Sản phẩm cơ bản cho Tập đoàn, Tổng Công ty tự đăng ký XHTD. XHTD","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1140,1140,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm XHTD DN chuyên sâu cho các tổ chức ngoài ngành.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1141,1141,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm XHTD Tập đoàn, Tổng Công ty chuyên sâu cho các tổ chức ngoài ngành.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1142,1142,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Sản phẩm bộ chỉ số trung bình ngành theo yêu cầu của đơn vị hỏi tin - XH53A,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1143,1143,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Kết quả xếp hạng và các chỉ số liên quan của doanh nghiệp,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1144,1144,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Kết quả chấm điểm thể nhân và các chỉ số liên quan.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1145,1145,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo về tập đoàn, Tổng công ty, doanh nghiệp và cá nhân có liên quan.","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1146,1146,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Thông tin về dư nợ theo loại hình TCTD,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1147,1147,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Thông tin về dư nợ theo địa bàn,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1148,1148,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Thông tin về dư nợ cho vay theo đối tượng vay,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1149,1149,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Thông tin về dư nợ cho vay theo nhóm nợ,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1150,1150,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Thông tin về Tăng trưởng dư nợ và biến động nợ xấu của thời điểm này so với thời điểm khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1151,1151,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - BC cung cấp cho Công an, tòa án, Viện KSND....","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1152,1152,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - BC cung cấp cho các bộ, ngành khác","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1153,1153,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R18 - Danh sách khách hàng có nhóm nợ cao hơn ở TCTD khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1154,1154,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R19 - Danh sách khách hàng thay đổi nhóm nợ cao nhất.,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1155,1155,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S36 - Cảnh báo khách hàng có nợ xấu tại TCTD khác,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1156,1156,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - S39 - Cảnh báo khách hàng phát sinh nợ cần chú ý,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1157,1157,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo quản trị rủi ro về tình hình hoạt động của doanh nghiệp theo địa bàn, ngành, TCTD, ...","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1158,1158,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo tổng hợp về khách hàng thể nhân,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1159,1159,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Danh sách TĐ tư nhân và các đơn vị thành viên,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1160,1160,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - Báo cáo phân tích ngành kinh tế chuyên sâu,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1161,1161,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,"Thiết lập điều kiện kiểm tra dữ liệu tổng hợp theo sản phẩm - R52 - Tin tức, bài viết phân tích cảnh báo tín dụng","QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,5,Trung bình,,,,,
UC-1162,1162,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Tra cứu thông tin điều kiện kiểm tra dữ liệu đã tổng hợp theo sản phẩm,"QTHT, CB-TLSP, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-1163,1163,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Xác nhận dữ liệu tổng hợp để tạo lập sản phẩm - R11A - Thông tin quan hệ tín dụng thể nhân,"QTHT, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-1164,1164,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Xác nhận dữ liệu tổng hợp để tạo lập sản phẩm - R14 - Thông tin chủ thẻ tín dụng thể nhân,"QTHT, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-1165,1165,QLSP,QUẢN LÝ TẠO LẬP SẢN PHẨM,Xác nhận dữ liệu tổng hợp để tạo lập sản phẩm - R21 - Thông tin đảm bảo tiền vay thể nhân,"QTHT, CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
